"","sudan.rume","gesha","sl28","sl34","castillo","sidra","gesha.1931","heirloom","catuai","bourbon","typica","caturra","colombia","villalobos","pacamara","landraces","pacas","red.bourbon","red.catuai","pink.bourbon","catimor","blend","illubabor.forest","various","java","ruiru.11","baitan","marsellesa","maracaturra","arusha","mundo.novo","yellow.bourbon","cherry","honeysuckle","orange","pineapple","floral","peach","blueberry","currant","mango","jasmine","honeydew","strawberry","caramel","kiwi","tropical.fruits","berry","dried.fruit","citrus","vanilla","honey","hazelnut","blackberry","lavender","grape","heavy","cantaloupe","complex","cocoa","dates","pecans","grapefruit","lemon","cranberry","dark.chocolate","red.grape","candied.sweetness","white.cherry","bergamot","fig","plum","almond","lime","spice","watermelon","nectarine","hops","lychee","shortbread.cookie","chocolate","custard","fruity","chocolate.fudge","molasses","cinnamon","sweet","black.tea","rich","full.bodied","milk.chocolate","orange.peel","pomelo","dark.honey","smooth","pomegranate","lemongrass","papaya","pear","apple","sugar.cane","syrup","mixed.berry","maple","raspberry","cola","baker.s.chocolate","nutty","tangerine","brown.sugar","yuzu","tropical.fruit","earl.grey","graham.cracker","raisin","clove","jammy","red.berries","tomato","round","apricot","juicy","nougat","red.wine","raw.sugar","dark.cherry","fudge","black.cherry","sparkling.cider","figs","silky","ripe.fruit","berry.fruit","honeycomb","wild.berries","clementine","toffee","dried.cherry","butterscotch","toasted.marshmallow","mulled.wine","Country_Bali","Country_Brazil","Country_Brazil, Colombia","Country_Brazil, Colombia, Honduras","Country_Brazil, Ethiopia","Country_Burundi","Country_Colombia","Country_Colombia, Ethiopia, Kenya","Country_Colombia, Honduras, Guatemala","Country_Congo","Country_Costa Rica","Country_Ecuador","Country_El Salvador","Country_Ethiopia","Country_Ethiopia, Uganda","Country_Ethiopia,Sumatra, Peru","Country_Guatemala","Country_Honduras","Country_Kenya","Country_Mexico","Country_Nicaragua","Country_Panama","Country_Papua New Guinea","Country_Peru","Country_Rwanda","Country_Sumatra","Country_Uganda, Papua New Guinea, Sumatra","Country_Various","Country_NA","Process_Anaerobic Washed","Process_Honey","Process_Lactic Acid","Process_Natural","Process_Pulped Natural/Honey","Process_Various","Process_Washed","Process_NA","Roast_Dark","Roast_Light","Roast_Light-Medium","Roast_Medium","Roast_Medium-Dark","Roast_NA"
"berry",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0.188982236504614,0,0,0,0
"dried.fruit",0,0,0,0,0.288675134594813,0,0.408248290463863,0.129099444873581,0,0.17025130615175,0.306186217847897,0.174077655955698,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.408248290463863,0.308606699924184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308606699924184,0,0.577350269189626,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0.187317162316339,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0,0.0890870806374748,0.408248290463863,0,0.196589274873196,0,0,0.077151674981046,0.157134840263677,0.0800640769025436,0,0.182574185835055
"citrus",0,0,0,0,0,0,0.333333333333333,0.316227766016838,0,0.139009609371383,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0.272165526975909,0.125988157669742,0,0,0,0,0,0,0,0,0,0,0.408248290463863,1,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149071198499986,0.471404520791032,0,0,0,0,0,0,0,0.117851130197758,0,0,0,0,0.272165526975909,0,0,0.105409255338946,0,0,0,0,0,0,0,0,0.136082763487954,0,0,0,0,0,0,0,0,0,0.235702260395516,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.534522483824849,0,0,0,0,0,0.166666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0727392967453308,0.333333333333333,0,0.280900323866795,0,0,0.314970394174356,0.128300059819917,0.130744090092123,0,0
"vanilla",0,0,0,0,0,0,0.377964473009227,0.119522860933439,0.239045721866879,0.23643312187173,0.188982236504614,0.080582296402538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0,0,0,0.308606699924184,0.377964473009227,1,0,0,0,0,0,0,0,0,0,0,0,0,0.133630620956212,0,0,0.377964473009227,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0.133630620956212,0,0,0,0,0,0,0,0.119522860933439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133630620956212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0.202030508910442,0,0,0.142857142857143,0,0,0.377964473009227,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0.164957219768465,0,0,0.227507877596645,0,0,0.142857142857143,0.218217890235992,0.0741249316661101,0,0.0845154254728516
"honey",0,0.169030850945703,0,0,0.133630620956212,0,0,0.119522860933439,0,0.31524416249564,0,0.241746889207614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251976315339485,0,0,0,0.188982236504614,0.188982236504614,0,0,0,0,0.109108945117996,0,0,0,0,0,0,1,0.188982236504614,0.267261241912424,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0.154303349962092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0.173421993904824,0,0,0,0,0,0,0.101015254455221,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0.125988157669742,0,0,0,0.164957219768465,0,0,0.227507877596645,0,0,0.214285714285714,0.218217890235992,0.0741249316661101,0,0
"hazelnut",0,0,0,0,0,0,0,0.158113883008419,0.158113883008419,0.104257207028537,0.25,0.21320071635561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.188982236504614,1,0,0,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0.133630620956212,0,0,0,0.353553390593274,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0.120385853085769,0,0.353553390593274,0.28347335475692,0,0,0,0
"blackberry",0,0.158113883008419,0.25,0.25,0,0,0,0,0,0.147441956154897,0.176776695296637,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944911182523068,0,0.117851130197758,0,0,0,0,0.176776695296637,0,0,0,0,0.102062072615966,0,0,0,0,0,0,0.267261241912424,0,1,0.25,0.176776695296637,0,0,0,0,0,0,0.204124145231931,0,0.25,0.158113883008419,0,0,0,0,0,0.133630620956212,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176776695296637,0.0811107105653813,0,0,0,0,0,0,0,0,0,0.133630620956212,0.25,0.25,0.176776695296637,0,0,0,0,0,0,0,0,0.117851130197758,0,0,0,0.077151674981046,0,0,0.255376959227625,0.125,0,0.267261241912424,0.204124145231931,0.0693375245281536,0,0
"lavender",0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.267261241912424,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17025130615175,0,0,0.133630620956212,0,0,0,0.158113883008419
"grape",0,0,0,0,0,0,0,0,0.158113883008419,0.104257207028537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0.144337567297406,0,0,0,0,0,0,0,0,0.176776695296637,0,1,0.353553390593274,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0,0,0,0,0.204124145231932,0,0,0.353553390593274,0,0,0,0.166666666666667,0,0,0,0.218217890235992,0,0,0.0601929265428846,0.176776695296637,0,0.0944911182523068,0.0962250448649376,0.098058067569092,0,0.111803398874989
"heavy",0,0,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0.204124145231931,0,0,0,0,0,0,0,0,0,0,0.353553390593274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0,0,0.25,0,0.133630620956212,0,0,0,0.158113883008419
"cantaloupe",0,0,0,0,0,0,0,0,0,0.208514414057075,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0.188982236504614,0,0,0,0
"complex",0,0,0,0,0,0,0,0,0,0.208514414057075,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0.188982236504614,0,0,0,0
"cocoa",0,0,0,0,0,0,0,0,0,0.180578779628654,0.21650635094611,0.307728727448332,0,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231931,0.231455024943138,0,0.0962250448649376,0,0,0,0.144337567297406,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.144337567297406,0,0,0.144337567297406,0,0,0,1,0.288675134594813,0.288675134594813,0.166666666666667,0.102062072615966,0,0,0,0,0,0,0.166666666666667,0.109108945117996,0.218217890235992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117851130197758,0,0,0,0,0,0,0,0,0,0,0,0.117851130197758,0.288675134594813,0,0,0,0,0,0,0,0.204124145231931,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0.288675134594813,0.204124145231931,0,0.288675134594813,0,0.288675134594813,0,0,0.144337567297406,0,0,0,0.144337567297406,0.198679853559757,0,0,0,0,0.204124145231931,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0,0,0.288675134594813,0.288675134594813,0,0.192450089729875,0,0.144337567297406,0,0.0629940788348712,0,0,0.243266816399921,0.306186217847897,0,0.0545544725589981,0.0555555555555556,0.339683110243379,0.129099444873581,0.193649167310371
"dates",0,0,0,0,0,0,0,0,0,0.208514414057075,0.25,0.21320071635561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0.196116135138184,0,0
"pecans",0,0,0,0,0,0,0,0,0,0.208514414057075,0.25,0.21320071635561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0.196116135138184,0,0
"grapefruit",0,0,0.204124145231931,0.204124145231931,0,0,0,0,0,0,0,0,0.204124145231931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235702260395516,0.166666666666667,0,0,0,0,0,0,0,0,0.204124145231931,0,0,0,0,0,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132453235706504,0,0,0,0,0,0,0,0,0,0,0,0.204124145231931,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0.288675134594813,0,0.125988157669742,0,0,0.0695048046856916,0,0,0.109108945117996,0.111111111111111,0.11322770341446,0,0
"lemon",0,0,0,0,0,0,0,0.111803398874989,0.223606797749979,0.0737209780774486,0,0.150755672288882,0,0.353553390593274,0.204124145231931,0,0,0.176776695296637,0,0,0,0,0,0.204124145231931,0,0,0,0,0,0,0,0.25,0.0944911182523068,0,0,0,0,0,0.176776695296637,0,0,0,0,0,0,0,0,0,0,0,0.133630620956212,0,0,0,0,0,0,0,0,0.102062072615966,0,0,0,1,0.25,0.158113883008419,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0.102062072615966,0,0,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0,0,0.144337567297406,0,0,0,0.353553390593274,0.125,0,0,0,0,0,0,0,0,0,0.204124145231931,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0.176776695296637,0,0,0,0.176776695296637,0.0811107105653813,0,0,0,0.204124145231931,0,0.133630620956212,0.0944911182523068,0.353553390593274,0,0.133630620956212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176776695296637,0,0.154303349962092,0,0.204124145231931,0.17025130615175,0,0,0.0668153104781061,0.204124145231931,0.138675049056307,0.158113883008419,0.0790569415042095
"cranberry",0,0,0,0,0,0,0,0,0,0,0.176776695296637,0.150755672288882,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,1,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324442842261525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17025130615175,0,0,0,0.272165526975909,0,0,0
"dark.chocolate",0,0,0,0,0.158113883008419,0,0,0,0.282842712474619,0.0932504808240314,0.111803398874989,0.190692517849118,0.158113883008419,0.447213595499958,0.258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119522860933439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158113883008419,0,0,0,0,0,0,0,0,0,0.158113883008419,0.316227766016838,1,0,0,0,0,0,0,0.169030850945703,0.2,0,0,0,0,0,0,0,0,0,0,0.258198889747161,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0.447213595499958,0,0,0,0.102597835208515,0,0,0,0,0,0.169030850945703,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0.0975900072948533,0,0,0.215352760823266,0,0,0.0845154254728516,0.172132593164774,0.175411603861406,0,0
"red.grape",0,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0,0,0.223606797749979
"candied.sweetness",0,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120385853085769,0,0,0,0,0,0,0.223606797749979
"white.cherry",0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.188982236504614,0,0,0,0
"bergamot",0,0.316227766016838,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,1,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0.0851256530758748,0,0,0.133630620956212,0.136082763487954,0,0,0
"fig",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0.154303349962092,0,0.192450089729875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0.218217890235992,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0.251976315339485,0,0,0.0695048046856916,0,0,0.109108945117996,0,0.11322770341446,0,0.129099444873581
"plum",0,0,0.267261241912424,0.267261241912424,0,0,0,0,0,0.0788110406239101,0,0.080582296402538,0.133630620956212,0,0.218217890235992,0,0,0.188982236504614,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0.303045763365663,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0.133630620956212,0,0,0,0,0,0.109108945117996,0,0,0.218217890235992,0,0,0,0,0,0,0.267261241912424,0.218217890235992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0.267261241912424,0,0.188982236504614,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173421993904824,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0.188982236504614,0,0.0824786098842323,0,0,0.227507877596645,0,0,0.214285714285714,0.145478593490662,0.14824986333222,0,0
"almond",0,0,0,0,0.267261241912424,0,0,0,0.119522860933439,0.15762208124782,0.377964473009227,0.322329185610152,0.267261241912424,0,0.218217890235992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101015254455221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308606699924184,0,0,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0.169030850945703,0,0,0,0,0,0,1,0.169030850945703,0,0,0,0,0,0,0,0,0.133630620956212,0,0,0,0,0,0,0,0.119522860933439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173421993904824,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0.436435780471985,0,0,0,0,0.251976315339485,0,0,0,0,0,0,0.227507877596645,0.267261241912424,0,0.0714285714285714,0.0727392967453308,0.14824986333222,0,0.253546276418555
